movieId,title,genres,Year,Movies,Genre
4131,Making Mr. Right (1987),Comedy|Romance|Sci-Fi,1987,Making Mr. Right,Comedy
4132,Mannequin (1987),Comedy|Romance,1987,Mannequin,Comedy
4133,Masters of the Universe (1987),Action|Adventure|Fantasy|Sci-Fi,1987,Masters of the Universe,Action
4135,"Monster Squad, The (1987)",Adventure|Comedy|Horror,1987,"Monster Squad, The",Adventure
4136,"Month in the Country, A (1987)",Drama,1987,"Month in the Country, A",Drama
4137,Morgan Stewart's Coming Home (1987),Comedy,1987,Morgan Stewart's Coming Home,Comedy
4138,My Demon Lover (1987),Comedy|Horror,1987,My Demon Lover,Comedy
4139,No Man's Land (1987),Crime|Drama,1987,No Man's Land,Crime
4141,Head Over Heels (2001),Comedy|Romance,2001,Head Over Heels,Comedy
4142,Left Behind: The Movie (2000),Action|Adventure|Drama|Thriller,2000,Left Behind: The Movie,Action
4143,Valentine (2001),Horror|Mystery,2001,Valentine,Horror
4144,In the Mood For Love (Fa yeung nin wa) (2000),Drama|Romance,2000,In the Mood For Love (Fa yeung nin wa),Drama
4146,"Million Dollar Hotel, The (2001)",Drama|Mystery|Romance,2001,"Million Dollar Hotel, The",Drama
4147,Nico and Dani (KrÃ¡mpack) (2000),Comedy|Drama|Romance,2000,Nico and Dani (KrÃ¡mpack),Comedy
4148,Hannibal (2001),Horror|Thriller,2001,Hannibal,Horror
4149,Saving Silverman (Evil Woman) (2001),Comedy|Romance,2001,Saving Silverman (Evil Woman),Comedy
4150,Signs & Wonders (2001),Drama,2001,Signs & Wonders,Drama
4151,"Taste of Others, The (Le goÃ»t des autres) (2000)",Comedy|Drama|Romance,2000,"Taste of Others, The (Le goÃ»t des autres)",Comedy
4152,Vatel (2000),Drama,2000,Vatel,Drama
4153,Down to Earth (2001),Comedy|Fantasy|Romance,2001,Down to Earth,Comedy
4154,Recess: School's Out (2001),Animation|Children,2001,Recess: School's Out,Animation
4155,Sweet November (2001),Drama|Romance,2001,Sweet November,Drama
4157,"Price of Milk, The (2000)",Comedy|Drama|Fantasy|Romance,2000,"Price of Milk, The",Comedy
4158,Monkeybone (2001),Animation|Comedy|Fantasy,2001,Monkeybone,Animation
4159,3000 Miles to Graceland (2001),Action|Thriller,2001,3000 Miles to Graceland,Action
4160,"Widow of St. Pierre, The (Veuve de Saint-Pierre, La) (2000)",Drama|Romance,2000,"Widow of St. Pierre, The (Veuve de Saint-Pierre, La)",Drama
4161,"Mexican, The (2001)",Action|Comedy,2001,"Mexican, The",Action
4162,See Spot Run (2001),Comedy,2001,See Spot Run,Comedy
4166,Series 7: The Contenders (2001),Action|Drama,2001,Series 7: The Contenders,Action
4167,15 Minutes (2001),Thriller,2001,15 Minutes,Thriller
4168,Get Over It (2001),Comedy|Romance,2001,Get Over It,Comedy
4169,Blow Dry (a.k.a. Never Better) (2001),Comedy,2001,Blow Dry (a.k.a. Never Better),Comedy
4172,Simon Magus (1999),Drama|Fantasy|Mystery|Romance,1999,Simon Magus,Drama
4174,Avalon (1990),Drama,1990,Avalon,Drama
4178,Of Mice and Men (1939),Drama,1939,Of Mice and Men,Drama
4179,Pixote (1981),Drama,1981,Pixote,Drama
4182,Tuff Turf (1985),Drama,1985,Tuff Turf,Drama
4183,"Unbelievable Truth, The (1989)",Comedy|Drama,1989,"Unbelievable Truth, The",Comedy
4184,"Bishop's Wife, The (1947)",Comedy|Drama|Romance,1947,"Bishop's Wife, The",Comedy
4186,"Fortune Cookie, The (1966)",Comedy|Drama|Romance,1966,"Fortune Cookie, The",Comedy
4187,Lilies of the Field (1963),Drama,1963,Lilies of the Field,Drama
4188,Hans Christian Andersen (1952),Children|Musical,1952,Hans Christian Andersen,Children
4189,"Greatest Story Ever Told, The (1965)",Drama,1965,"Greatest Story Ever Told, The",Drama
4190,Elmer Gantry (1960),Drama,1960,Elmer Gantry,Drama
4191,Alfie (1966),Comedy|Drama|Romance,1966,Alfie,Comedy
4192,Demetrius and the Gladiators (1954),Drama,1954,Demetrius and the Gladiators,Drama
4193,"Fantasticks, The (1995)",Musical,1995,"Fantasticks, The",Musical
4194,I Know Where I'm Going! (1945),Drama|Romance|War,1945,I Know Where I'm Going!,Drama
4195,"Abominable Dr. Phibes, The (1971)",Horror|Mystery,1971,"Abominable Dr. Phibes, The",Horror
4197,Real Life (1979),Comedy,1979,Real Life,Comedy
4199,Death Warrant (1990),Action,1990,Death Warrant,Action
4200,Double Impact (1991),Action,1991,Double Impact,Action
4201,"End, The (1978)",Comedy,1978,"End, The",Comedy
4203,Harley Davidson and the Marlboro Man (1991),Action|Crime|Drama,1991,Harley Davidson and the Marlboro Man,Action
4205,Mermaids (1990),Comedy|Drama|Romance,1990,Mermaids,Comedy
4206,"Mighty Quinn, The (1989)",Crime|Mystery,1989,"Mighty Quinn, The",Crime
4207,Navy Seals (1990),Action|Adventure|War,1990,Navy Seals,Action
4210,Manhunter (1986),Action|Crime|Drama|Horror|Thriller,1986,Manhunter,Action
4211,Reversal of Fortune (1990),Drama,1990,Reversal of Fortune,Drama
4212,Death on the Nile (1978),Crime|Mystery,1978,Death on the Nile,Crime
4213,Deepstar Six (1989),Horror|Sci-Fi|Thriller,1989,Deepstar Six,Horror
4214,Revenge of the Nerds (1984),Comedy,1984,Revenge of the Nerds,Comedy
4215,Revenge of the Nerds II: Nerds in Paradise (1987),Comedy,1987,Revenge of the Nerds II: Nerds in Paradise,Comedy
4216,Longtime Companion (1990),Drama,1990,Longtime Companion,Drama
4217,4 Little Girls (1997),Documentary,1997,4 Little Girls,Documentary
4218,River's Edge (1986),Crime|Drama,1986,River's Edge,Crime
4219,Girls Just Want to Have Fun (1985),Comedy,1985,Girls Just Want to Have Fun,Comedy
4220,"Longest Yard, The (1974)",Comedy,1974,"Longest Yard, The",Comedy
4221,Necessary Roughness (1991),Comedy,1991,Necessary Roughness,Comedy
4223,Enemy at the Gates (2001),Drama|War,2001,Enemy at the Gates,Drama
4224,Exit Wounds (2001),Action|Thriller,2001,Exit Wounds,Action
4225,"Dish, The (2001)",Comedy,2001,"Dish, The",Comedy
4226,Memento (2000),Mystery|Thriller,2000,Memento,Mystery
4228,Heartbreakers (2001),Comedy|Crime|Romance,2001,Heartbreakers,Comedy
4229,Say It Isn't So (2001),Comedy|Romance,2001,Say It Isn't So,Comedy
4231,Someone Like You (2001),Comedy|Romance,2001,Someone Like You,Comedy
4232,Spy Kids (2001),Action|Adventure|Children|Comedy,2001,Spy Kids,Action
4233,Tomcats (2001),Comedy,2001,Tomcats,Comedy
4234,"Tailor of Panama, The (2001)",Drama|Thriller,2001,"Tailor of Panama, The",Drama
4235,Amores Perros (Love's a Bitch) (2000),Drama|Thriller,2000,Amores Perros (Love's a Bitch),Drama
4237,"Gleaners & I, The (Les glaneurs et la glaneuse) (2000)",Documentary,2000,"Gleaners & I, The (Les glaneurs et la glaneuse)",Documentary
4238,Along Came a Spider (2001),Action|Crime|Mystery|Thriller,2001,Along Came a Spider,Action
4239,Blow (2001),Crime|Drama,2001,Blow,Crime
4240,Just Visiting (2001),Comedy|Fantasy,2001,Just Visiting,Comedy
4241,PokÃ©mon 3: The Movie (2001),Animation|Children,2001,PokÃ©mon 3: The Movie,Animation
4245,Shadow Magic (2000),Drama|Romance,2000,Shadow Magic,Drama
4246,Bridget Jones's Diary (2001),Comedy|Drama|Romance,2001,Bridget Jones's Diary,Comedy
4247,Joe Dirt (2001),Adventure|Comedy|Mystery|Romance,2001,Joe Dirt,Adventure
4248,Josie and the Pussycats (2001),Comedy,2001,Josie and the Pussycats,Comedy
4251,Chopper (2000),Drama|Thriller,2000,Chopper,Drama
4253,Lakeboat (2000),Comedy,2000,Lakeboat,Comedy
4254,Crocodile Dundee in Los Angeles (2001),Comedy|Drama,2001,Crocodile Dundee in Los Angeles,Comedy
4255,Freddy Got Fingered (2001),Comedy,2001,Freddy Got Fingered,Comedy
4256,"Center of the World, The (2001)",Drama,2001,"Center of the World, The",Drama
4262,Scarface (1983),Action|Crime|Drama,1983,Scarface,Action
4263,Days of Wine and Roses (1962),Drama,1962,Days of Wine and Roses,Drama
4265,Driven (2001),Action|Thriller,2001,Driven,Action
4266,"Forsaken, The (2001)",Horror,2001,"Forsaken, The",Horror
4267,One Night at McCool's (2001),Comedy,2001,One Night at McCool's,Comedy
4268,Town & Country (2001),Comedy,2001,Town & Country,Comedy
4270,"Mummy Returns, The (2001)",Action|Adventure|Comedy|Thriller,2001,"Mummy Returns, The",Action
4273,Under the Sand (2000),Drama,2000,Under the Sand,Drama
4274,Cleopatra (1963),Drama|Romance,1963,Cleopatra,Drama
4275,Krull (1983),Action|Adventure|Fantasy|Sci-Fi,1983,Krull,Action
4276,Lost in America (1985),Comedy,1985,Lost in America,Comedy
4277,"Lost World, The (1925)",Adventure|Sci-Fi,1925,"Lost World, The",Adventure
4278,Triumph of the Will (Triumph des Willens) (1934),Documentary,1934,Triumph of the Will (Triumph des Willens),Documentary
4279,True Believer (1989),Crime,1989,True Believer,Crime
4280,"World According to Garp, The (1982)",Comedy|Drama|Romance,1982,"World According to Garp, The",Comedy
4281,Candy (1968),Comedy,1968,Candy,Comedy
4282,Fellini Satyricon (1969),Drama|Fantasy,1969,Fellini Satyricon,Drama
4283,Fellini's Roma (Roma) (1972),Drama,1972,Fellini's Roma (Roma),Drama
4284,Frankie and Johnny (1966),Comedy,1966,Frankie and Johnny,Comedy
4285,Frankie and Johnny (1991),Comedy|Romance,1991,Frankie and Johnny,Comedy
4286,"Home of Our Own, A (1993)",Drama,1993,"Home of Our Own, A",Drama
4287,Paris When It Sizzles (1964),Comedy|Romance,1964,Paris When It Sizzles,Comedy
4288,Pola X (1999),Drama|Romance,1999,Pola X,Drama
4290,For the Boys (1991),Comedy|Drama|Musical,1991,For the Boys,Comedy
4291,Nine to Five (a.k.a. 9 to 5) (1980),Comedy|Crime,1980,Nine to Five (a.k.a. 9 to 5),Comedy
4292,Norma Rae (1979),Drama,1979,Norma Rae,Drama
4293,Summer Rental (1985),Comedy,1985,Summer Rental,Comedy
4294,"5,000 Fingers of Dr. T, The (1953)",Children|Fantasy|Musical,1953,"5,000 Fingers of Dr. T, The",Children
4296,Love Story (1970),Drama|Romance,1970,Love Story,Drama
4298,Rififi (Du rififi chez les hommes) (1955),Crime|Film-Noir|Thriller,1955,Rififi (Du rififi chez les hommes),Crime
4299,"Knight's Tale, A (2001)",Action|Comedy|Romance,2001,"Knight's Tale, A",Action
4300,Bread and Roses (2000),Drama,2000,Bread and Roses,Drama
4302,"King Is Alive, The (2000)",Drama,2000,"King Is Alive, The",Drama
4304,Startup.com (2001),Documentary,2001,Startup.com,Documentary
4305,Angel Eyes (2001),Romance|Thriller,2001,Angel Eyes,Romance
4306,Shrek (2001),Adventure|Animation|Children|Comedy|Fantasy|Romance,2001,Shrek,Adventure
4307,"Fast Food, Fast Women (2000)",Comedy|Romance,2000,"Fast Food, Fast Women",Comedy
4308,Moulin Rouge (2001),Drama|Musical|Romance,2001,Moulin Rouge,Drama
4310,Pearl Harbor (2001),Action|Drama|Romance|War,2001,Pearl Harbor,Action
4313,"Man Who Cried, The (2000)",Drama,2000,"Man Who Cried, The",Drama
4317,Love Potion #9 (1992),Comedy|Romance,1992,Love Potion #9,Comedy
4318,Postcards From the Edge (1990),Comedy|Drama,1990,Postcards From the Edge,Comedy
4319,Apache (1954),Western,1954,Apache,Western
4320,"Buffalo Bill and the Indians, or Sitting Bull's History Lesson (a.k.a. Buffalo Bill and the Indians) (1976)",Comedy|Western,1976,"Buffalo Bill and the Indians, or Sitting Bull's History Lesson (a.k.a. Buffalo Bill and the Indians)",Comedy
4321,City Slickers (1991),Comedy|Western,1991,City Slickers,Comedy
4322,Eight Men Out (1988),Drama,1988,Eight Men Out,Drama
4323,"Horse Soldiers, The (1959)",Adventure|War|Western,1959,"Horse Soldiers, The",Adventure
4326,Mississippi Burning (1988),Crime|Drama|Thriller,1988,Mississippi Burning,Crime
4327,"Magnificent Seven, The (1960)",Adventure|Western,1960,"Magnificent Seven, The",Adventure
4329,Rio Bravo (1959),Western,1959,Rio Bravo,Western
4331,Semi-Tough (1978),Comedy,1978,Semi-Tough,Comedy
4332,Suspect (1987),Crime|Drama|Thriller,1987,Suspect,Crime
4333,Throw Momma from the Train (1987),Comedy|Crime,1987,Throw Momma from the Train,Comedy
4334,Yi Yi (2000),Drama,2000,Yi Yi,Drama
4336,Nightwatch (Nattevagten) (1994),Horror|Thriller,1994,Nightwatch (Nattevagten),Horror
4337,"Sand Pebbles, The (1966)",Drama|Romance|War,1966,"Sand Pebbles, The",Drama
4338,Twelve O'Clock High (1949),Drama|War,1949,Twelve O'Clock High,Drama
4339,Von Ryan's Express (1965),Action|Adventure|Drama|War,1965,Von Ryan's Express,Action
4340,"Animal, The (2001)",Comedy,2001,"Animal, The",Comedy
4341,What's the Worst That Could Happen? (2001),Comedy,2001,What's the Worst That Could Happen?,Comedy
4343,Evolution (2001),Comedy|Sci-Fi,2001,Evolution,Comedy
4344,Swordfish (2001),Action|Crime|Drama,2001,Swordfish,Action
4345,"Anniversary Party, The (2001)",Drama,2001,"Anniversary Party, The",Drama
4346,Bride of the Wind (2001),Drama|Musical|Romance,2001,Bride of the Wind,Drama
4347,Divided We Fall (MusÃ­me si pomÃ¡hat) (2000),Comedy|Drama,2000,Divided We Fall (MusÃ­me si pomÃ¡hat),Comedy
4349,Catch-22 (1970),Comedy|War,1970,Catch-22,Comedy
4351,Point Break (1991),Action|Crime|Thriller,1991,Point Break,Action
4353,Uncommon Valor (1983),Action|War,1983,Uncommon Valor,Action
4354,Unlawful Entry (1992),Crime|Thriller,1992,Unlawful Entry,Crime
4355,Youngblood (1986),Action|Drama,1986,Youngblood,Action
4356,Gentlemen Prefer Blondes (1953),Comedy|Musical|Romance,1953,Gentlemen Prefer Blondes,Comedy
4357,How to Marry a Millionaire (1953),Comedy|Drama|Romance,1953,How to Marry a Millionaire,Comedy
4359,"Seven Year Itch, The (1955)",Comedy,1955,"Seven Year Itch, The",Comedy
4360,There's No Business Like Show Business (1954),Musical,1954,There's No Business Like Show Business,Musical
4361,Tootsie (1982),Comedy|Romance,1982,Tootsie,Comedy
4362,"Boys Next Door, The (1986)",Crime|Drama,1986,"Boys Next Door, The",Crime
4366,Atlantis: The Lost Empire (2001),Adventure|Animation|Children|Fantasy,2001,Atlantis: The Lost Empire,Adventure
4367,Lara Croft: Tomb Raider (2001),Action|Adventure,2001,Lara Croft: Tomb Raider,Action
4368,Dr. Dolittle 2 (2001),Comedy,2001,Dr. Dolittle 2,Comedy
4369,"Fast and the Furious, The (2001)",Action|Crime|Thriller,2001,"Fast and the Furious, The",Action
4370,A.I. Artificial Intelligence (2001),Adventure|Drama|Sci-Fi,2001,A.I. Artificial Intelligence,Adventure
4371,Baby Boy (2001),Crime|Drama,2001,Baby Boy,Crime
4372,Crazy/Beautiful (2001),Drama|Romance,2001,Crazy/Beautiful,Drama
4373,Pootie Tang (2001),Comedy,2001,Pootie Tang,Comedy
4378,Sexy Beast (2000),Crime|Drama,2000,Sexy Beast,Crime
4380,"Princess and the Warrior, The (Krieger und die Kaiserin, Der) (2000)",Drama|Romance,2000,"Princess and the Warrior, The (Krieger und die Kaiserin, Der)",Drama
4381,"Closet, The (Placard, Le) (2001)",Comedy,2001,"Closet, The (Placard, Le)",Comedy
4383,"Crimson Rivers, The (RiviÃ¨res pourpres, Les) (2000)",Crime|Drama|Mystery|Thriller,2000,"Crimson Rivers, The (RiviÃ¨res pourpres, Les)",Crime
4384,Lumumba (2000),Drama,2000,Lumumba,Drama
4386,Cats & Dogs (2001),Children|Comedy,2001,Cats & Dogs,Children
4387,Kiss of the Dragon (2001),Action,2001,Kiss of the Dragon,Action
4388,Scary Movie 2 (2001),Comedy,2001,Scary Movie 2,Comedy
4389,Lost and Delirious (2001),Drama,2001,Lost and Delirious,Drama
4390,Rape Me (Baise-moi) (2000),Crime|Drama|Thriller,2000,Rape Me (Baise-moi),Crime
4391,"Vertical Ray of the Sun, The (Mua he chieu thang dung) (2000)",Drama,2000,"Vertical Ray of the Sun, The (Mua he chieu thang dung)",Drama
4392,Alice (1990),Comedy|Drama|Fantasy|Romance,1990,Alice,Comedy
4393,Another Woman (1988),Drama,1988,Another Woman,Drama
4394,Beach Blanket Bingo (1965),Comedy|Musical,1965,Beach Blanket Bingo,Comedy
4395,Big Deal on Madonna Street (I Soliti Ignoti) (1958),Comedy|Crime,1958,Big Deal on Madonna Street (I Soliti Ignoti),Comedy
4396,"Cannonball Run, The (1981)",Action|Comedy,1981,"Cannonball Run, The",Action
4397,Cannonball Run II (1984),Action|Comedy,1984,Cannonball Run II,Action
4398,Speed Zone! (a.k.a. Cannonball Run III) (1989),Action|Comedy,1989,Speed Zone! (a.k.a. Cannonball Run III),Action
4399,"Diary of a Chambermaid (Journal d'une femme de chambre, Le) (1964)",Comedy|Drama,1964,"Diary of a Chambermaid (Journal d'une femme de chambre, Le)",Comedy
4401,Donovan's Reef (1963),Action|Comedy|Romance,1963,Donovan's Reef,Action
4404,Faust (1926),Drama|Fantasy|Horror,1926,Faust,Drama
4405,"Last Laugh, The (Letzte Mann, Der) (1924)",Drama,1924,"Last Laugh, The (Letzte Mann, Der)",Drama
4406,"Man Who Shot Liberty Valance, The (1962)",Crime|Drama|Western,1962,"Man Who Shot Liberty Valance, The",Crime
4407,Salvador (1986),Drama|Thriller|War,1986,Salvador,Drama
4408,September (1987),Drama,1987,September,Drama
4409,Shadows and Fog (1991),Comedy|Drama|Mystery|Thriller,1991,Shadows and Fog,Comedy
4410,Something Wild (1986),Comedy|Crime|Drama,1986,Something Wild,Comedy
4411,Sons of Katie Elder (1965),Western,1965,Sons of Katie Elder,Western
4412,"Thing with Two Heads, The (1972)",Comedy|Horror|Sci-Fi,1972,"Thing with Two Heads, The",Comedy
4413,Village of the Giants (1965),Sci-Fi,1965,Village of the Giants,Sci-Fi
4415,Cheech & Chong's Nice Dreams (1981),Comedy,1981,Cheech & Chong's Nice Dreams,Comedy
4419,All That Heaven Allows (1955),Drama|Romance,1955,All That Heaven Allows,Drama
4420,"Barefoot Contessa, The (1954)",Drama,1954,"Barefoot Contessa, The",Drama
4422,Cries and Whispers (Viskningar och rop) (1972),Drama,1972,Cries and Whispers (Viskningar och rop),Drama
4423,"Entertainer, The (1960)",Drama,1960,"Entertainer, The",Drama
4424,"Garden of the Finzi-Continis, The (Giardino dei Finzi-Contini, Il) (1970)",Drama,1970,"Garden of the Finzi-Continis, The (Giardino dei Finzi-Contini, Il)",Drama
4425,Howling III: The Marsupials (1987),Comedy|Horror,1987,Howling III: The Marsupials,Comedy
4426,Kiss Me Deadly (1955),Film-Noir,1955,Kiss Me Deadly,Film-Noir
4427,"Lion in Winter, The (1968)",Drama,1968,"Lion in Winter, The",Drama
4428,"Misfits, The (1961)",Comedy|Drama|Romance|Western,1961,"Misfits, The",Comedy
4429,Moby Dick (1956),Drama,1956,Moby Dick,Drama
4432,Sweet Smell of Success (1957),Drama|Film-Noir,1957,Sweet Smell of Success,Drama
4433,Written on the Wind (1956),Drama,1956,Written on the Wind,Drama
4436,Obsession (1976),Mystery|Thriller,1976,Obsession,Mystery
4437,Suspiria (1977),Horror,1977,Suspiria,Horror
4438,"Fist of Fury (Chinese Connection, The) (Jing wu men) (1972)",Action|Drama|Romance|Thriller,1972,"Fist of Fury (Chinese Connection, The) (Jing wu men)",Action
4439,Christiane F. (a.k.a. We Children from Bahnhof Zoo) (Christiane F. - Wir Kinder vom Bahnhof Zoo) (1981),Drama,1981,Christiane F. (a.k.a. We Children from Bahnhof Zoo) (Christiane F. - Wir Kinder vom Bahnhof Zoo),Drama
4440,"Big Boss, The (Fists of Fury) (Tang shan da xiong) (1971)",Action|Thriller,1971,"Big Boss, The (Fists of Fury) (Tang shan da xiong)",Action
4442,"Last Dragon, The (1985)",Action|Comedy|Drama,1985,"Last Dragon, The",Action
4443,Outland (1981),Action|Sci-Fi|Thriller,1981,Outland,Action
4444,"Way of the Dragon, The (a.k.a. Return of the Dragon) (Meng long guo jiang) (1972)",Action|Crime,1972,"Way of the Dragon, The (a.k.a. Return of the Dragon) (Meng long guo jiang)",Action
4445,T-Rex: Back to the Cretaceous (1998),Adventure|Documentary|IMAX,1998,T-Rex: Back to the Cretaceous,Adventure
4446,Final Fantasy: The Spirits Within (2001),Adventure|Animation|Fantasy|Sci-Fi,2001,Final Fantasy: The Spirits Within,Adventure
4447,Legally Blonde (2001),Comedy|Romance,2001,Legally Blonde,Comedy
4448,"Score, The (2001)",Action|Drama,2001,"Score, The",Action
4450,Bully (2001),Crime|Drama|Thriller,2001,Bully,Crime
4452,Made (2001),Comedy,2001,Made,Comedy
4454,More (1998),Animation|Drama|Sci-Fi|IMAX,1998,More,Animation
4456,Haunted Castle (2001),Animation|Horror|IMAX,2001,Haunted Castle,Animation
4464,"Accidental Tourist, The (1988)",Comedy|Drama|Romance,1988,"Accidental Tourist, The",Comedy
4465,"Accused, The (1988)",Drama,1988,"Accused, The",Drama
4466,Above the Law (1988),Action|Crime|Drama,1988,Above the Law,Action
4467,"Adventures of Baron Munchausen, The (1988)",Adventure|Comedy|Fantasy,1988,"Adventures of Baron Munchausen, The",Adventure
4468,Apartment Zero (1988),Drama|Thriller,1988,Apartment Zero,Drama
4471,Arthur 2: On the Rocks (1988),Comedy|Romance,1988,Arthur 2: On the Rocks,Comedy
4472,Bad Dreams (1988),Horror|Thriller,1988,Bad Dreams,Horror
4473,Bat*21 (1988),Drama|War,1988,Bat*21,Drama
4474,Beaches (1988),Comedy|Drama|Musical,1988,Beaches,Comedy
4475,"Beast of War, The (Beast, The) (1988)",Drama|War,1988,"Beast of War, The (Beast, The)",Drama
4476,Big Business (1988),Comedy,1988,Big Business,Comedy
4477,Big Top Pee-Wee (1988),Adventure|Children|Comedy,1988,Big Top Pee-Wee,Adventure
4478,Biloxi Blues (1988),Comedy|Drama,1988,Biloxi Blues,Comedy
4479,Bird (1988),Drama|Musical,1988,Bird,Drama
4480,"Blob, The (1988)",Horror|Sci-Fi,1988,"Blob, The",Horror
4482,"Bright Lights, Big City (1988)",Drama,1988,"Bright Lights, Big City",Drama
4483,Caddyshack II (1988),Comedy,1988,Caddyshack II,Comedy
4484,Camille Claudel (1988),Drama,1988,Camille Claudel,Drama
4485,Casual Sex? (1988),Comedy,1988,Casual Sex?,Comedy
4486,Clean and Sober (1988),Drama,1988,Clean and Sober,Drama
4487,Cocktail (1988),Drama|Romance,1988,Cocktail,Drama
4488,Colors (1988),Action|Crime|Drama,1988,Colors,Action
4489,Coming to America (1988),Comedy|Romance,1988,Coming to America,Comedy
4491,Criminal Law (1988),Thriller,1988,Criminal Law,Thriller
4492,Critters (1986),Comedy|Sci-Fi,1986,Critters,Comedy
4495,Crossing Delancey (1988),Comedy|Romance,1988,Crossing Delancey,Comedy
4496,D.O.A. (1988),Film-Noir|Mystery|Thriller,1988,D.O.A.,Film-Noir
4497,Dead Heat (1988),Action|Comedy|Horror|Sci-Fi,1988,Dead Heat,Action
4498,"Dead Pool, The (1988)",Action|Crime|Thriller,1988,"Dead Pool, The",Action
4499,Dirty Rotten Scoundrels (1988),Comedy,1988,Dirty Rotten Scoundrels,Comedy
4500,Drowning by Numbers (1988),Comedy|Drama,1988,Drowning by Numbers,Comedy
4501,"Elvira, Mistress of the Dark (1988)",Comedy|Horror,1988,"Elvira, Mistress of the Dark",Comedy
4502,Ernest Saves Christmas (1988),Children|Comedy,1988,Ernest Saves Christmas,Children
4503,Everybody's All-American (1988),Romance,1988,Everybody's All-American,Romance
4504,Feds (1988),Comedy,1988,Feds,Comedy
4505,For Keeps (1988),Drama|Romance,1988,For Keeps,Drama
4506,Frantic (1988),Crime|Mystery|Thriller,1988,Frantic,Crime
4507,Fresh Horses (1988),Drama,1988,Fresh Horses,Drama
4508,Gorillas in the Mist (1988),Drama,1988,Gorillas in the Mist,Drama
4509,"Great Outdoors, The (1988)",Comedy,1988,"Great Outdoors, The",Comedy
4510,Heartbreak Hotel (1988),Comedy,1988,Heartbreak Hotel,Comedy
4511,High Spirits (1988),Comedy,1988,High Spirits,Comedy
4512,Hot to Trot (1988),Comedy,1988,Hot to Trot,Comedy
4514,Howling IV: The Original Nightmare (1988),Horror,1988,Howling IV: The Original Nightmare,Horror
4515,Imagine: John Lennon (1988),Documentary,1988,Imagine: John Lennon,Documentary
4516,Johnny Be Good (1988),Comedy,1988,Johnny Be Good,Comedy
4517,Lady in White (a.k.a. The Mystery of the Lady in White) (1988),Horror|Mystery|Thriller,1988,Lady in White (a.k.a. The Mystery of the Lady in White),Horror
4518,The Lair of the White Worm (1988),Comedy|Horror,1988,The Lair of the White Worm,Comedy
4519,"Land Before Time, The (1988)",Adventure|Animation|Children|Fantasy,1988,"Land Before Time, The",Adventure
4520,License to Drive (1988),Comedy,1988,License to Drive,Comedy
4522,Masquerade (1988),Mystery|Romance|Thriller,1988,Masquerade,Mystery
4523,Milagro Beanfield War (1988),Comedy|Drama|Fantasy,1988,Milagro Beanfield War,Comedy
4524,Moon Over Parador (1988),Comedy,1988,Moon Over Parador,Comedy
4525,Moving (1988),Comedy,1988,Moving,Comedy
4526,My Stepmother Is an Alien (1988),Comedy|Romance|Sci-Fi,1988,My Stepmother Is an Alien,Comedy
4528,Off Limits (1988),Action|Thriller|War,1988,Off Limits,Action
4529,Bagdad Cafe (Out of Rosenheim) (1987),Comedy|Drama,1987,Bagdad Cafe (Out of Rosenheim),Comedy
4530,Permanent Record (1988),Drama,1988,Permanent Record,Drama
4531,Red Heat (1988),Action,1988,Red Heat,Action
4532,Return of the Living Dead Part II (1988),Comedy|Horror,1988,Return of the Living Dead Part II,Comedy
4533,"Return of the Living Dead, The (1985)",Comedy|Horror|Sci-Fi,1985,"Return of the Living Dead, The",Comedy
4535,"Man from Snowy River, The (1982)",Drama|Romance|Western,1982,"Man from Snowy River, The",Drama
4537,Running on Empty (1988),Drama,1988,Running on Empty,Drama
4538,Salome's Last Dance (1988),Comedy|Drama,1988,Salome's Last Dance,Comedy
4540,Satisfaction (a.k.a. Girls of Summer) (1988),Comedy|Drama|Romance,1988,Satisfaction (a.k.a. Girls of Summer),Comedy
4541,"Serpent and the Rainbow, The (1988)",Horror,1988,"Serpent and the Rainbow, The",Horror
4543,Shoot to Kill (1988),Action|Adventure,1988,Shoot to Kill,Action
4544,Short Circuit 2 (1988),Comedy|Sci-Fi,1988,Short Circuit 2,Comedy
4545,Short Circuit (1986),Comedy|Sci-Fi,1986,Short Circuit,Comedy
4546,"Vanishing, The (Spoorloos) (1988)",Drama|Thriller,1988,"Vanishing, The (Spoorloos)",Drama
4547,Stormy Monday (1988),Crime|Drama,1988,Stormy Monday,Crime
4548,Sunset (1988),Action|Comedy|Thriller|Western,1988,Sunset,Action
4552,"Tetsuo, the Ironman (Tetsuo) (1988)",Action|Horror|Sci-Fi|Thriller,1988,"Tetsuo, the Ironman (Tetsuo)",Action
4553,They Live (1988),Action|Sci-Fi|Thriller,1988,They Live,Action
4554,To Kill a Priest (1988),Drama,1988,To Kill a Priest,Drama
4555,Torch Song Trilogy (1988),Comedy|Drama|Romance,1988,Torch Song Trilogy,Comedy
4556,Track 29 (1988),Drama|Mystery,1988,Track 29,Drama
4557,Tucker: The Man and His Dream (1988),Drama,1988,Tucker: The Man and His Dream,Drama
4558,Twins (1988),Comedy,1988,Twins,Comedy
4559,Vice Versa (1988),Comedy,1988,Vice Versa,Comedy
4560,Watchers (1988),Horror|Sci-Fi,1988,Watchers,Horror
4561,Waxwork (1988),Comedy|Horror,1988,Waxwork,Comedy
4562,Without a Clue (1988),Comedy|Mystery,1988,Without a Clue,Comedy
4563,Young Einstein (1988),Comedy,1988,Young Einstein,Comedy
